Gene,MCF10A_Hypoxia_Log2,MCF12A_Hypoxia_Log2
MT-ND5,0.109761616,-0.091224194
MT-ND6,0.169113282,0.074963222
MTO1,-0.133641203,-0.073192577
MTOR,-0.669313338,-0.175375614
MTPAP,-0.072326204,-0.6963048
MTPN,0.289261724,0.965096502
MTR,0.510317584,-0.479205659
MTRF1,0.121744105,-0.003133595
MTRF1L,0.191102647,0.040560447
MT-RNR1,1.125145228,0.582101251
MT-RNR2,0.932037592,1.952602715
MTRNR2L12,0.041653766,0.288938194
MTRNR2L3,0.016750707,0
MTRNR2L4,0.013859649,0.047889149
MTRNR2L8,0.025079104,-0.018920359
MTRR,-0.449233626,-1.597829444
MTSS1,1.421217834,0.749707701
MTSS1L,0.935514317,1.884060782
MTTP,0.008399581,-0.006254995
MTURN,-0.030283473,-0.114879882
MTUS1,-0.165538542,0.182103363
MTUS2,0.008399581,-0.006254995
MTX1,-0.177168932,0.005575041
MTX2,-0.33406818,0.132680749
MTX3,-0.040769807,0.002917329
MUC1,1.371814206,0.328292643
MUC12,0,0
MUC13,0.008399581,-0.006254995
MUC15,0,-0.006254995
MUC16,1.161677766,-0.162062097
MUC19,0.058277349,-0.073496145
MUC2,-0.072781771,-0.03388136
MUC20,0.091224888,-0.051325369
MUC21,0.02505344,-0.004096387
MUC3A,-0.01519615,-0.012482999
MUC4,0.016750527,-0.012482988
MUC5AC,0.02505344,0.014997737
MUC5B,0.045299557,-0.031007256
MUC6,0.02505344,-0.012482987
MUCL1,0.033308828,0
MUL1,-0.69631658,-0.772600658
MUM1,-0.508849398,-0.591480757
MUM1L1,-0.055453121,0
MURC,-0.030061207,0.082843513
MUS81,-0.16171888,-0.439326892
MUSTN1,0.022616181,0.001985408
MUT,0.213678469,0.470924737
MUTYH,-0.331237014,0.150881864
MVB12A,-0.181390617,0.323731457
MVB12B,-0.178394405,-0.091870012
MVD,0.702913105,1.810452095
MVK,0.226640162,1.23492931
MVP,0.412037703,-0.372817382
MX1,0.122031432,0.045726591
MX2,0.077878999,0.178197206
MXD1,1.067969734,3.578473425
MXD3,-0.128553028,0.795332269
MXD4,0.03903131,0.335606043
MXI1,1.435591299,3.404408718
MXRA5,-0.023595731,-0.039876429
MXRA7,0.626003302,1.896496018
MXRA8,0.141315993,0.047831206
MYADM,1.392521727,1.935517696
MYADML2,0,-0.018684209
MYB,-0.225980053,0.369623331
MYBBP1A,-0.833234564,-1.43907118
MYBL1,-0.027188654,0.862457119
MYBL2,-0.743420128,1.123371836
MYC,-0.13881346,-1.636527474
MYCBP,-0.405329187,0.449182167
MYCBP2,-0.06869141,-0.309087782
MYCBPAP,0.031698947,0.041804215
MYCL,-0.01519615,-0.45712407
MYCN,0,0
MYD88,-0.153974977,-0.588623863
MYDGF,0.018595938,1.220202146
MYEF2,0.318727193,0.019417393
MYEOV,0.074108784,0.035763611
MYH10,-0.056412798,0.681876092
MYH11,0.104860126,0.130542133
MYH14,0.042998772,0.532041159
MYH15,0.120586795,0.048192764
MYH16,0.08187307,0.133123373
MYH3,0.008399581,-0.141454104
MYH7B,0.129119521,-0.115046081
MYH9,0.759079687,1.044334176
MYL10,0,0.048192764
MYL12A,0.056721586,0.773810392
MYL12B,-0.284719691,0.960256623
MYL5,-0.13169486,0.090019893
MYL6,0.255794565,1.615211021
MYL6B,0.372804424,0.928965766
MYL9,0.113217409,-0.043635067
MYLIP,-0.16684064,-0.083903015
MYLK,0.110556216,0.54704871
MYLK2,0,-0.012482987
MYLK3,0.139159015,0.021894426
MYLK4,0.028655703,-0.071118015
MYNN,0.160840227,0.17599743
MYO10,0.55745234,-0.15162872
MYO15A,0.029080547,-0.025717072
MYO15B,0.045049296,-0.024765154
MYO16,-0.030001338,0.023503053
MYO18A,0.203148223,-0.263271104
MYO19,-0.509336992,-0.050546138
MYO1A,0,0
MYO1B,0.166622214,-0.414491356
MYO1C,0.416007338,0.66645985
MYO1D,0.733003156,1.621063244
MYO1E,0.442675459,0.305875681
MYO1F,0.067394418,-0.026607202
MYO1G,0.008404689,0
MYO1H,0.008399581,-0.006254995
MYO3B,-0.08376647,-0.006254995
MYO5A,0.475425344,0.374442837
MYO5B,0.26915742,1.176739778
MYO5C,-0.396622449,-0.089103088
MYO6,0.107493128,0.198725919
MYO7A,0.097704538,-0.019061117
MYO7B,0.073891741,0.132450236
MYO9A,0.711050272,0.345715094
MYO9B,0.594216834,0.338146987
MYOF,1.081214624,0.292223576
MYOM1,0.097370785,-0.049296685
MYOM2,0,-0.049296685
MYOM3,0.052412657,-0.014110493
MYOT,0.016750541,0
MYOZ3,-0.015716403,0.014997737
MYPN,0.1046963,-0.042544849
MYPOP,-0.136465026,-0.038628257
MYRF,0.074108807,0.060577023
MYRFL,-0.00684519,0.027480724
MYRIP,-0.00684519,-0.006254995
MYSM1,0.736256928,0.178524698
MYT1,0,0
MYT1L,0.017049443,-0.006284828
MYZAP,0.027085832,0.194225718
MZB1,-0.00684519,-0.003526532
MZF1,0.514937954,0.103726071
MZT1,0.103478037,1.552939596
MZT2A,0.13927165,1.266860669
MZT2B,0.088242892,1.535223866
N4BP1,0.303533677,-0.8371627
N4BP2,0.46737326,-0.107068989
N4BP2L1,-0.008660338,-0.034261807
N4BP2L2,0.486370042,-0.022467301
N4BP3,-0.047850134,0.483994516
N6AMT1,-0.201218545,-0.724001143
NAA10,-0.465867304,1.095749268
NAA11,0.016750541,-0.006254995
NAA15,-0.41184796,-0.676304405
NAA16,-0.063605822,-0.016283105
NAA20,-0.296930747,0.420319741
NAA25,-0.019859586,-0.437179925
NAA30,0.410489286,0.107966467
NAA35,0.182341496,-0.234469267
NAA38,-0.396338519,0.807453496
NAA40,-0.386406349,-0.274852042
NAA50,-0.437593666,-0.526738091
NAA60,-0.429254937,-0.508218604
NAAA,-0.043232246,0.358372398
NAALAD2,-0.006834948,0.05534808
NAALADL1,0.008399581,-0.006254995
NAALADL2,0.14466353,0.261169514
NAB1,0.449023724,0.19453864
NAB2,0.616877638,1.425265329
NABP1,0.444116245,-0.983756271
NABP2,-0.663987869,0.61956723
NACA,-0.045510223,0.864098388
NACAD,0.008399581,0.029588869
NACAP1,0.019773959,-0.006260924
NACC1,-0.022610919,0.217802165
NACC2,-0.278441949,0.197676917
NADK,-0.82370521,-0.573101719
NADK2,-0.12392987,-0.402675332
NADSYN1,0.092486229,0.213610295
NAE1,-0.809832483,-0.351022852
NAF1,-0.537777179,-0.507112371
NAGA,0.052764214,-0.113861109
NAGK,0.4597807,-0.307260785
NAGLU,-0.624150593,-0.476826601
NAGPA,-0.42688947,-0.065546747
NAGS,0.126313303,-0.114671455
NAIF1,0.206678059,0.095883155
NAIP,0.061935365,0.00790393
NALCN,-0.153738228,-0.049508407
NAMPT,-0.065718989,0.731574988
NANOG,-0.009339513,-0.026615999
NANOGP1,-0.023595731,-0.006260612
NANOS1,0.063756345,-0.413245687
NANOS3,0.008399581,0
NANP,0.05009562,-0.150577113
NANS,0.057327962,0.264053584
NAP1L1,0.257213028,0.771417857
NAP1L2,-0.023595731,-0.073327414
NAP1L3,0.008399581,-0.012482987
NAP1L4,-0.24811627,-0.106540387
NAP1L5,0.001457709,-0.079117561
NAP1L6,0,-0.006278837
NAPA,-0.93492564,0.126892475
NAPB,0.093367825,-0.065106764
NAPEPLD,-0.00872777,-0.398290421
NAPG,-0.065640095,0.37555564
NAPRT,-0.414432466,-0.525897866
NAPSA,0.033308828,0.014997749
NARF,0.496020911,1.571550396
NARFL,-0.25830295,0.075293834
NARS,-0.653509126,-0.697726944
NARS2,-0.396370592,-0.442612517
NASP,-0.69781237,0.334273603
NAT1,-0.277269387,-0.051792109
NAT10,-0.283238742,-0.782318289
NAT14,0.088327408,0.369204167
NAT16,0,0.027480724
NAT6,0.461381028,0.186181621
NAT8L,-0.065405739,-0.043225934
NAT9,-0.587717375,-0.255539552
NATD1,0.329174856,0.184058568
NAV1,1.557593694,0.423704483
NAV2,1.520521724,1.329086922
NAV3,0.084448081,-0.015257741
NAXD,-0.168521597,-0.30078465
NAXE,-0.792746741,0.372329584
NBAS,0.518833236,0.973820461
NBDY,0.045337809,0.435894282
NBEA,0.172296589,-0.03258515
NBEAL1,0.822954349,0.072549032
NBEAL2,-0.082936304,-0.225870313
NBEAP1,-0.021758308,-0.056783144
NBL1,0.034201557,0.757899206
NBN,-0.110643488,0.007125221
NBPF1,0.592653668,0.480883778
NBPF10,1.043934087,0.004553237
NBPF11,0.101968657,-0.154318565
NBPF12,0.130297362,0.124063146
NBPF14,1.125189756,-0.253682584
NBPF15,0.434755498,-0.600156627
NBPF19,1.430736169,0.041144953
NBPF20,0.242819023,-0.597424307
NBPF26,0.198608617,-0.006388819
NBPF3,0.001362161,-0.513024109
NBPF8,0.11553932,-0.418910349
NBPF9,0.31337946,-0.081848866
NBR1,0.317088927,0.39528106
NCALD,-0.096685591,0.132676641
NCAM1,-0.013502911,-0.006254995
NCAM2,0.016750541,0.021225729
NCAPD2,0.026984168,0.994586358
NCAPD3,-0.710094733,0.472547303
NCAPG,0.031340934,0.587351921
NCAPG2,-0.494854373,1.555352644
NCAPH,-0.273865621,0.438423174
NCAPH2,-0.421396609,0.312125196
NCBP1,-0.392152658,-0.507931903
NCBP2,-0.286437284,0.246395806
NCBP2-AS2,-0.632964577,-0.647916126
NCBP3,-0.079582446,0.26481939
NCCRP1,0.012355457,0.096143824
NCDN,-0.606827443,-1.12371304
NCEH1,0.246829975,1.138349566
NCF1,0.014362991,-0.023598932
NCF2,0.111759883,-0.191527552
NCK1,0.334232295,0.94212609
NCK2,0.192448119,0.654303824
NCKAP1,0.484979122,0.601791982
NCKAP1L,0.051814232,-0.037697767
NCKAP5,0,0.043790713
NCKAP5L,-0.084938273,-0.596828584
NCKIPSD,0.577497378,0.724587456
NCL,-0.422613561,-0.47715575
NCLN,-0.486798121,-0.185642209
NCMAP,0.035132996,0
NCOA1,0.298407257,-0.282065569
NCOA2,0.261736806,0.295554127
NCOA3,0.78588908,1.553327142
NCOA4,0.145273643,0.285871571
NCOA5,-0.417881558,-1.26739028
NCOA6,0.605092331,0.11805103
NCOA7,-0.194114369,-1.503146623
NCOR1,0.268791973,0.150184999
NCOR2,1.051220699,0.86257622
NCR3LG1,-0.169833443,-0.5318947
NCS1,-0.361584178,0.232628073
NCSTN,0.510704246,0.617406239
NDC1,-0.237372266,0.418532553
NDC80,-0.070617045,0.92278676
NDE1,0.118342612,1.162688114
NDEL1,0.125254759,0.483682704
NDFIP1,-0.184286779,0.495711735
NDFIP2,0.291589385,0.05290667
NDNF,0.15820664,0.054447812
NDOR1,-0.543892655,-0.526153536
NDP,0,0.10144298
NDRG1,5.449255541,6.329357594
NDRG2,-0.154489713,-0.233926077
NDRG3,-0.039897474,-0.01888038
NDRG4,0.02505344,-0.071425124
NDST1,0.096109681,-0.374042496
NDST2,-0.074413832,-0.888225509
NDST3,0,0
NDUFA1,-0.447777755,1.14811903
NDUFA10,-0.473364825,0.476678186
NDUFA11,-0.607742202,0.609943442
NDUFA12,-0.327636152,0.287696451
NDUFA13,-0.522253187,0.993755342
NDUFA2,-0.426967147,1.006535388
NDUFA3,-0.336364218,0.49035355
NDUFA4,-0.731015394,1.06769169
NDUFA4L2,-0.052909433,-0.007526036
NDUFA5,-0.06873708,0.202113353
NDUFA6,-0.571371165,0.743408879
NDUFA7,-0.553744605,0.966706709
NDUFA8,-0.701483129,0.232540586
NDUFA9,-0.553509381,0.984028282
NDUFAB1,-0.557956462,0.807286057
NDUFAF1,-0.605917309,-0.2920851
NDUFAF2,-0.390417064,0.715705251
NDUFAF3,-0.442110032,0.451256924
NDUFAF4,-0.748371395,-0.840706159
NDUFAF5,-0.164803857,-0.017261632
NDUFAF6,-0.402912416,-0.292299425
NDUFAF7,-0.132993674,-0.197811862
NDUFAF8,-0.824910963,0.637158937
NDUFB1,-0.662361321,0.607410623
NDUFB10,-0.291486708,0.719290497
NDUFB11,-0.205574917,1.06323265
NDUFB2,-0.566612284,0.900711483
NDUFB3,-0.376783919,0.407238039
NDUFB4,-0.152870551,1.10673225
NDUFB5,-0.396082427,0.658099042
NDUFB6,-0.62458504,0.527607597
NDUFB7,-0.345664579,0.840187076
NDUFB8,-0.332394019,1.116364048
NDUFB9,-0.785779954,0.494953767
NDUFC1,-0.461309931,0.668254875
NDUFC2,-0.635599135,0.880578525
NDUFC2-KCTD14,0.331120784,-0.012466797
NDUFS1,-0.317192492,-0.208259202
NDUFS2,-0.364669323,0.521401302
NDUFS3,-0.577137145,0.711523803
NDUFS4,-0.387439111,0.666787185
NDUFS5,-0.568016976,0.702453187
NDUFS6,-1.104517004,0.888065174
NDUFS7,-0.474886866,1.04871203
NDUFS8,-1.113409016,0.609218869
NDUFV1,-0.290186464,0.739346701
NDUFV2,-0.358371872,0.864546462
NDUFV3,0.796621517,2.015838833
NEB,0.028044467,-0.088529152
NEBL,0.770465104,1.03588785
NECAB1,-0.005604359,0.006185846
NECAB2,0.008399581,0.029588906
NECAB3,-0.171690244,-0.181499221
NECAP1,-0.097857333,-0.409669174
NECAP2,0.061556235,0.268857665
NECTIN1,1.161974842,1.034142406
NECTIN2,0.224294831,1.216350604
NECTIN3,0.509765876,0.348976286
NECTIN4,0.549262246,1.873666996
NEDD1,-0.094997275,0.336963185
NEDD4,0.733551412,-0.19042245
NEDD4L,0.250670631,0.378176971
NEDD8,-0.152448323,1.050592667
NEDD9,0.320014455,0.033587742
NEGR1,0.164087544,0.203161549
NEIL1,0.151500361,0.040130554
NEIL2,-0.163204126,-0.456815149
NEIL3,-0.039781903,-0.113409958
NEK1,0.224984158,-0.229157199
NEK10,0.016750541,0.029588869
NEK11,0.169921654,0.130917426
NEK2,0.273099954,2.367163788
NEK3,-0.020824752,0.197836195
NEK4,-0.226969191,-0.403329134
NEK5,-0.018096139,0.003738449
NEK6,0.481661208,0.788665101
NEK7,0.170193646,0.849087859
NEK8,0.142001401,-0.369858367
NEK9,-0.244786129,0.009251555
NELFA,0.052827739,0.26986639
NELFB,-0.088947106,0.969031343
NELFCD,-0.329667195,0.598896544
NELFE,-0.01100435,-0.119266865
NELL2,0.008399581,-0.012482987
NEMF,0.004187799,-0.687781725
NEMP1,0.182735382,1.102789169
NEMP2,0.297716389,0.103479263
NENF,0.047149281,1.114102888
NEO1,0.006589681,0.08525854
NEPRO,0.299675838,0.128896964
NES,0.016750541,-0.012482987
NET1,0.317549065,1.10875324
NETO2,-0.281776794,-0.199461604
NEU1,0.442951949,1.073332214
NEU3,-0.405743459,-0.314310196
NEURL1,-0.01519615,-0.003526532
NEURL1B,0.555648234,2.414420842
NEURL2,0.008372855,-0.013976879
NEURL3,0.008399581,-0.006254995
NEURL4,-0.552273465,-0.405584889
NEUROD1,0,0.014997737
NEUROD2,0.289179431,0.61827955
NEXN,-0.040820894,0.069031541
NEXN-AS1,0.030787572,0.021030071
NF1,0.783634804,0.280684131
NF2,-0.07650184,-0.511855545
NFAM1,0.072851815,-0.039876429
NFASC,0.097296401,0.250892477
NFAT5,1.21904115,1.224881672
NFATC1,-0.085746552,0.113706879
NFATC2,0.008399581,0.048192829
NFATC2IP,-0.085789282,-0.297097679
NFATC3,-0.175494416,0.053734402
NFATC4,0.052584149,0.320546097
NFE2,0.490031743,0.078838167
NFE2L1,0.523181521,-0.564008314
NFE2L2,-0.068045534,0.261711279
NFE2L3,0.114879569,-0.30393377
NFE4,0.042270216,-0.03712953
NFIA,0.497487005,-0.172147238
NFIB,0.04552262,-0.322011234
NFIC,0.427668185,0.345255386
NFIL3,0.679810965,2.704812001
NFIX,-0.079126851,1.00067907
NFKB1,-0.457223678,-0.988815205
NFKB2,0.422688918,0.659776569
NFKBIA,0.417481827,2.215368722
NFKBIB,-0.309145463,0.557512559
NFKBID,-0.196221817,-0.131997082
NFKBIE,-0.042499663,-0.037166652
NFKBIL1,0.828577808,0.671381076
NFKBIZ,0.002043342,0.567440751
NFRKB,0.287872957,-0.009030147
NFS1,-0.159559617,-0.087140375
NFU1,-0.104763608,0.646156436
NFX1,0.417318611,-1.056126422
NFXL1,0.129305962,-0.686977215
NFYA,-0.029156911,0.429500479
NFYB,-0.457958384,0.308792819
NFYC,-0.11732686,0.078595595
NGDN,-0.319550728,-0.19756389
NGEF,0.425220842,0.102930076
NGF,0,0
NGFR,-0.435667472,-0.394065735
NGLY1,0.487801994,0.808054782
NGRN,-0.504882498,-0.292146286
NHEJ1,0.070162326,0.272015314
NHLH1,-0.038412167,0.048192764
NHLRC1,0,-0.018689407
NHLRC2,0.472949512,0.128638402
NHLRC3,0.313551605,-0.151028661
NHP2,-0.741792046,0.894135197
NHS,0.226625504,0.173294258
NHSL1,0.475524162,0.511881667
NHSL2,0.049693304,-0.021853096
NICN1,-0.065697658,0.182808161
NID1,0.016750541,0.108244522
NID2,0,0.264181502
NIF3L1,-0.306583326,0.138056732
NIFK,-0.205440972,-0.536496079
NIM1K,0.008399581,0.075845731
NIN,0.027171564,0.6578803
NINJ1,-0.728615282,0.024879677
NINJ2,0.008399581,-0.012483012
NINL,-0.032425958,-0.059993448
NIP7,-0.503624014,-0.786148688
NIPA1,0.435321191,0.608782862
NIPA2,-0.730734531,-0.42954234
NIPAL1,0.012418549,-0.416994228
NIPAL2,0.283137828,-0.045100163
NIPAL3,0.561792689,-0.201660221
NIPAL4,-0.091984854,-0.441691765
NIPBL,0.486095181,1.009744637
NIPSNAP1,0.362655279,0.263896444
NIPSNAP3A,-0.356457796,-0.005093691
NIPSNAP3B,0.016750541,-0.031512715
NISCH,0.384398908,0.423823742
NIT1,-0.105137061,-0.494928501
NIT2,-0.552213699,0.511757315
NKAIN1,-0.006845173,-0.018684209
NKAP,0.071354399,0.688387229
NKAPP1,-0.019302042,-0.009648807
NKD1,0.124602053,0.443820585
NKD2,0,-0.021815961
NKIRAS1,-0.151537769,-0.017526937
NKIRAS2,0.085360185,0.098475574
NKPD1,0.073998471,-0.127778198
NKRF,0.281364281,0.026571042
NKTR,0.62942526,0.805785756
NKX1-2,-0.094079877,-0.039571367
NKX2-5,-0.296931088,-0.039876429
NKX2-8,-0.120974614,-0.047501042
NKX3-1,0.013403408,-0.060383336
NKX3-2,0.036703445,-0.012482987
NKX6-1,0,-0.012482987
NLE1,-0.139573833,0.103095032
NLGN1,0,-0.000894262
NLGN2,0.844246232,0.58574344
NLGN3,0.089727533,-0.006254995
NLGN4X,0.096725288,-0.047501098
NLK,0.009245975,-0.043160961
NLN,-0.075008491,-0.394434387
NLRC3,0.02117281,0.07074156
NLRC4,0.042998795,0.002621803
NLRC5,-0.687805735,-0.499435958
NLRP1,0.658384955,-0.108995946
NLRP12,-0.016692516,0.132450236
NLRP2,0.041517249,-0.396734491
NLRP3,0.265514581,-0.006452835
NLRX1,-0.15840912,-0.617146036
NMB,0.137202241,0.643565392
NMD3,0.454983969,-0.06079691
NME1,-1.023086519,0.443441357
NME2,-0.18774241,1.278560549
NME3,-0.214308827,0.260193549
NME4,0.273908373,0.883289449
NME6,-0.166098874,-0.195140152
NME7,0.317227891,0.56212996
NME9,0.027079961,0.037694024
NMI,-0.100726513,-0.454732408
NMNAT1,0.029816984,-0.439204337
NMNAT2,0.162678034,-0.111774755
NMNAT3,0.011571931,0.310890524
NMRAL1,-0.219171746,-0.192101539
NMRK1,0.556115543,0.056443858
NMT1,-0.136037036,0.286744278
NMT2,0.383164513,0.457886246
NMU,-0.038358389,0.81939122
NMUR1,-0.036395845,-0.002172396
NNAT,-0.076021041,0.128876297
NNMT,-1.266114077,-1.444327536
NNT,0.194975576,0.151553286
NOA1,0.256260999,0.56090155
NOB1,0.291142299,0.176041237
NOC2L,-0.503253594,0.001447204
NOC3L,-0.285800781,-0.844339295
NOC4L,-0.529263627,-0.264287702
NOCT,-0.028122514,0.354157032
NOD1,-0.010379517,-0.314242002
NOD2,0.348594014,0.3228915
NODAL,0.016750541,-0.003904084
NOG,-0.228656378,0.42625916
NOL10,-0.291285211,-0.314597379
NOL11,-0.57464316,-1.492432158
NOL12,-0.60614285,-0.063024514
NOL3,0.789108805,0.494365327
NOL4L,0.12603373,0.712603366
NOL6,-1.155507949,-2.432483044
NOL7,-0.244803555,-0.21045322
NOL8,-0.107933436,-1.460843581
NOL9,-0.347683243,-1.074824489
NOLC1,-0.850918854,-1.802624542
NOM1,-0.213816825,-0.740919766
NOMO1,0.272658753,0.436992474
NOMO2,-0.068300341,0.302888376
NOMO3,-0.147520007,-0.164909283
NONO,0.304126622,0.604729557
NOP10,-0.449431758,0.186311739
NOP14,-0.163829254,-0.328466447
NOP16,-1.085842122,-1.426499467
NOP2,-1.023318492,-1.333955283
NOP56,-1.172082858,-2.04134026
NOP58,-0.598003562,-0.958126652
NOP9,-0.32432078,-1.031337172
NOS1,-0.042090431,-0.012740705
NOS1AP,0.02830726,0.047059708
NOS3,0.016989584,-0.019223075
NOSIP,-0.071756028,0.14983535
NOSTRIN,0.026083531,0.048192764
NOTCH1,-0.15062631,0.995116351
NOTCH2,0.464880029,-0.623872776
NOTCH2NL,0.31079628,-0.411978996
NOTCH3,1.59666907,1.62312754
NOTCH4,-0.052859578,0.000243593
NOTO,0,0.029062737
NOTUM,-0.00684519,-0.012482987
NOV,0.027079961,-0.186975977
NOVA1,0.002566759,0.009121233
NOVA2,0.010645378,0.008796515
NOX1,0.001457709,-0.02485889
NOX4,0.052305651,0.037317563
NOX5,0.409695577,-0.027989901
NOXA1,0.225812516,-0.343630012
NOXO1,0.064071917,0.291800568
NOXRED1,0.042494626,-0.000894238
NPAP1,0.011080022,-0.060975085
NPAS1,0.012212992,-0.02479413
NPAS2,-0.007687367,0.355204771
NPAS3,0.009723963,0.014992952
NPAT,0.003704733,-0.637059583
NPB,0,0.027480724
NPC1,0.888846637,0.374989738
NPC1L1,0,0
NPC2,0.181990658,1.546037607
NPDC1,-0.313221832,0.42560744
NPEPL1,0.219337484,0.387570477
NPEPPS,0.966130957,1.449837988
NPFFR1,0.082520439,-0.088679444
NPHP1,0.170746346,0.040655629
NPHP3,0.646443423,0.789386382
NPHP4,-0.012923575,0.553190515
NPIPA1,0.19371907,-0.081764491
NPIPA2,-0.071087973,0.003211421
NPIPA3,-0.030251686,0.003197161
NPIPA5,0.008630413,-0.315530688
NPIPA7,0.035321591,-0.230042283
NPIPA8,-0.056724627,-0.027158013
NPIPB11,0.099904575,-0.017586542
NPIPB13,-0.125025446,0.031825728
NPIPB15,0.000808874,-0.019234952
NPIPB3,1.029256552,-0.523680103
NPIPB4,0.63303063,-0.169258341
NPIPB5,0.461490048,-0.266392359
NPIPB6,-0.028378089,0.057776006
NPIPB7,0.040098805,0.004046712
NPIPB9,0.126706763,-0.090936589
NPL,-0.182687157,-0.722961324
NPLOC4,-0.543388144,0.019536068
NPM1,0.136194826,0.91172231
NPM2,0,-0.057713605
NPM3,-0.874236542,0.174856923
NPNT,0.035895594,0.014997731
NPR1,0,-0.012482962
NPR2,0.162036016,0.012558223
NPR3,0.758875942,0.646924988
NPRL2,0.044262929,-0.1713195
NPRL3,-0.310107548,-0.168787765
NPTN,0.20511966,0.928371212
NPTX1,0.008399581,-0.012482987
NPTX2,0,-0.012482987
NPTXR,0.068080936,-0.104853086
NPW,-0.00684519,0.056060964
NPY1R,-0.038412167,0.014997737
NPY4R,0.062045605,-0.034422771
NPY6R,0,0
NQO1,-0.97021539,-0.150194355
NQO2,-0.121155605,0.100603686
NR1D1,1.147311769,3.895150684
NR1D2,0.47988627,1.719636757
NR1H2,0.128082659,-1.422815629
NR1H3,-0.061710978,-0.22287105
NR1I3,0.086028851,-0.069828016
NR2C1,0.003259523,0.026631175
NR2C2,0.247507278,0.494417443
NR2C2AP,-0.48922069,-0.398331004
NR2E3,-0.01519615,-0.006254995
NR2F1,0.066214814,-0.003526551
NR2F2,-0.040821955,2.003153949
NR2F6,0.043834282,0.518819456
NR3C1,0.434092943,0.871115417
NR3C2,-0.000934872,-0.018684209
NR4A1,0.17404826,1.021145382
NR4A2,-0.035265587,-0.006843139
NR4A3,0.008399581,0.068437063
NR5A2,0.041878777,0.035763538
NR6A1,0.199916751,0.110854888
NRARP,-0.099072876,-0.463925954
NRAS,0.655381129,0.53017474
NRBF2,0.354453381,0.643267671
NRBP1,0.170560838,1.278551201
NRBP2,0.124572238,0.215181227
NRCAM,0.4139415,-0.170803527
NRDC,0.481819739,0.591148337
NRDE2,-0.059943183,-0.30677715
NREP,0.991228107,-0.267946178
NRF1,-0.18314705,0.504608235
NRG1,0.111388564,0.175184144
NRG2,-0.132791045,-0.092739646
NRG4,0.318633946,0.343185
NRGN,-0.281645589,-0.03712953
NRIP1,0.738512552,0.612335571
NRIP2,0.039310747,0.001446894
NRIP3,0.122192119,0.074053777
NRK,0.02505344,0
NRL,0.017850557,-0.02197661
NRM,0.120303597,0.538099113
NRN1,0.008403266,0.067742164
NRP1,1.120907947,0.307707629
NRP2,-0.204735826,-0.423393739
NRROS,0.008399581,-0.006254995
NRSN2,0.135267127,0.199290318
NRTN,-0.083752608,0
NRXN1,0.016750566,-0.018684209
NRXN2,0,0
NRXN3,0.008399581,0.021225729
NSA2,0.110736447,0.96828923
NSD1,0.048902332,-0.503803994
NSD2,-0.151822223,0.99894024
NSD3,0.535345058,0.539033845
NSDHL,0.243316441,0.431015857
NSF,-0.299026791,0.727251336
NSFL1C,-0.075098763,0.063876424
NSG1,0.220167492,0.009950801
NSL1,-0.111122633,0.304992276
NSMAF,-0.330542896,-0.047913507
NSMCE1,-0.143402223,0.486684826
NSMCE2,0.170525212,1.122915461
NSMCE3,-0.317188713,-0.183875998
NSMCE4A,-0.866460029,-0.53368729
NSMF,-0.303566573,0.576899234
NSRP1,0.429009084,0.263502711
NSUN2,-0.70366281,-1.547694357
NSUN3,0.154869512,-0.262439113
NSUN4,0.17547424,-0.348407566
NSUN5,-0.626591626,-0.242905178
NSUN5P1,-0.33345301,-1.125389028
NSUN5P2,-0.22191182,-0.234478469
NSUN6,0.02458157,-0.23168028
NSUN7,0,-0.006254995
NT5C,0.272790174,0.393015897
NT5C1B,0.035061254,-0.033547372
NT5C2,0.05000107,-0.132530282
NT5C3A,0.485936413,0.213352337
NT5C3B,-0.337687668,0.205359938
NT5DC1,0.153106444,0.57983982
NT5DC2,-0.537585347,0.149968175
NT5DC3,0.13125066,-0.334828731
NT5DC4,-0.023595731,0.024794641
NT5E,2.372111198,1.973927483
NT5M,-0.276491478,-0.232870315
NTAN1,0.598653228,1.330975575
NTF4,-0.065095375,0.163373452
NTHL1,-0.734862554,-0.17868739
NTM,0.008399581,0.054447759
NTMT1,-0.585753708,-0.263318959
NTN1,-0.01350292,-0.049296685
NTN3,0,-0.049296685
NTN4,0.052226131,-0.98461038
NTN5,0,-0.085194323
NTNG1,0.033308811,-0.006254995
NTNG2,-0.023595731,0.027480724
NTPCR,-0.179629868,0.293297945
NTRK1,0.034199532,-0.006254995
NTRK2,0,-0.006254995
NTRK3,-0.058822065,0.01121203
NTSR1,0.197590905,0
NUAK1,0.154064442,0.257340571
NUAK2,-0.123125373,-0.157478539
NUB1,-0.211483038,-0.270595082
NUBP1,0.0381652,-0.049162563
NUBP2,-0.627688855,0.453285139
NUBPL,0.100150071,0.002370148
NUCB1,0.432878187,0.677558548
NUCB2,0.276288265,0.707697748
NUCKS1,0.21669571,0.823677948
NUDC,-0.879312189,-0.27598844
NUDCD1,-0.303021867,-0.061705964
NUDCD2,-0.056734186,0.404862057
NUDCD3,-0.09708878,-0.292346961
NUDT1,-0.00540167,0.628128636
NUDT11,-0.01826048,0.084434753
NUDT12,0.05957541,-0.135645561
NUDT13,0.125725883,0.038222906
NUDT14,-0.045057208,0.359014555
NUDT15,-0.435687344,0.536080254
NUDT16,-0.562486935,-0.058322939
NUDT16L1,-0.269065393,0.510603655
