Gene,MCF10A_1percent,MCF10A_20percent,MCF12A_1percent,MCF12A_20percent
ANKRD13A,577.3567,139.99055,265.7428282,1095.54962
ANKRD13B,186.00013,85.99996,92.00002,592.00042
ANKRD13C,199.00025,66.00003,44,159.99982
ANKRD13D,302.80948,105,154.0201747,421.00026
ANKRD16,84.23293,31.31997,11,96.08752
ANKRD17,1979.99981,511.0001307,264.000159,1904.53573
ANKRD18A,71.83437,19.0204,9.39585,86.19448
ANKRD18B,148.84102,26.56823,29.60413,122.95508
ANKRD19P,34.00756,4,19.00475,72.9689
ANKRD2,124.9999,38.00003,36.99997,41.99997
ANKRD20A1,1.59617,0,4.72829,9.93804
ANKRD20A2,0,0,0,2.41953
ANKRD20A3,15.491,0,0,12.44439
ANKRD20A4,3.49682,0,3.27171,22.9085
ANKRD20A5P,13.14964,2,7.000004,121.633121
ANKRD20A8P,11.01416,7,0,10.239528
ANKRD22,4.17167,10,7,22
ANKRD23,14.65855,7.23198,9.81686,31.63610892
ANKRD24,0,0,1,9
ANKRD26,133.0004,44.00004,36.000029,216.9999
ANKRD27,351.34148,135.00019,198.14409,739.345924
ANKRD28,770.04488,232.0441,57.000041,452.0008044
ANKRD29,56,18.000008,7,89
ANKRD30A,0,0,0,0
ANKRD30B,2.00192,0,1.00292,1
ANKRD31,1,0,0,8
ANKRD33B,46.2581,12.9079,52.62244,217.99996
ANKRD34A,41.99999,28.7037,14,69
ANKRD34B,0,0,0,0
ANKRD34C,0,0,0,0
ANKRD35,4,1,3,10
ANKRD36,264.2948901,43.15762,30.11345894,122.27854
ANKRD36B,148.30107,13.64710914,16.06028468,78.04665
ANKRD36C,102.8371908,15.433577,14.832789,79.65750896
ANKRD37,179.97296,8.01784,604.0452,17.96643
ANKRD39,113.7068,59.3061,39.56069,159.613
ANKRD40,377.19838,141.00037,145.161,689.22257
ANKRD42,64.27669,21.67576,15.686284,62.485878
ANKRD44,8.999994,6,2,8.999991
ANKRD45,2.12472,1.3518,1.01269,3.29228
ANKRD46,67.56339,43.999975,29.507838,278.58721
ANKRD49,108.63456,38.9999773,29.999995,164.140778
ANKRD50,529.0001,93,156.999907,427.0003
ANKRD52,557.999779,341.00046,273.00042,1535
ANKRD53,1,1,0,2
ANKRD54,141.10558,56.79472,59.27816,155.58746
ANKRD6,10.24951,11,10.04408102,66.8659456
ANKRD61,6,2,1,15
ANKRD62,0,0,1.02298,2.03229
ANKRD65,25,10.0000002,46.00006,130
ANKRD9,135.42618,75.9262,538.79832,1303.5515
ANKS1A,398.99967,140.00028,144,869.00003
ANKS1B,62.106237,4,4,8.020265
ANKS3,109.76715,48.99995297,22.10585,163.8077824
ANKS4B,2.01829,0,0,0
ANKS6,198.9998784,84.00005,90.99996,700.0002
ANKUB1,0,0,1,2.02116
ANKZF1,1446.172357,199.00002,471.33481,452.6493146
ANLN,3070.00183,522.00004,3325.99781,1551.00264
ANO1,8.00000074,3,6.999996,14.707924
ANO10,275.01149,73.00003,121.4730734,287.99983
ANO2,0,0,0,1
ANO5,0,0,0,1
ANO6,1689.00373,203.9998,645.9998,740.9995
ANO7,11.147348,3.999998,0,6
ANO8,479.00035,102.99996,189.0004,317.99979
ANO9,592.00011,123.00002,129,451.00074
ANOS1,4,4,0,0
ANP32A,879.98565,407.00001,230.99958,1045.99957
ANP32B,2923.00247,967.99978,1784.99725,4007.00114
ANP32E,928.99997,248.00026,314.00014,1156.99998
ANPEP,12833.97011,2638.99809,1976.99539,6380.00275
ANTXR1,1029.99782,269.99996,81.99997,515.0001
ANTXR2,575.7345,70.999968,39.021929,142.640957
ANXA1,4318.99963,1427.00204,3018.99842,8327.90015
ANXA11,1867.9972,641.00015,671.00002,2853.99951
ANXA13,1.14881,0,0,1.18009
ANXA2,28076.38902,6182.99544,16069.54726,19071.80005
ANXA2P2,6.86963,0,3.4794,5.84395
ANXA2R,5,0,1,4
ANXA3,1504.32523,369.00039,198.12002,468.08953
ANXA4,777.81321,235.49217,318.2028,1659.4086
ANXA5,3244.00175,837.99961,1026.00041,1663.99951
ANXA6,122.99958,42.9999557,71.000034,200.99991
ANXA7,502.0003,289.00013,267.9995,1607.96434
ANXA8,2742.77099,879.7222533,1269.0998,9923.7828
ANXA8L1,1197.81121,275.2910174,426.9046,3425.18625
ANXA9,102,15,20,39
AOC1,20,5,3,24
AOC2,18,1,14,25.00003
AOC3,5.99999,1,12,5.999998734
AOX1,723.0008,104.00005,105.9999312,132.0000146
AP1AR,178.000384,60.99997,31.00002,243.00008
AP1B1,859.9998546,476.9996083,519.8039933,1497.999626
AP1G1,1146.9999,289.00053,568.99975,1598.08251
AP1G2,1006.900448,294.57392,383.21148,1689.68179
AP1M1,675.11447,236.28644,261.46338,952.02045
AP1M2,283.00013,107,3,5.9999995
AP1S1,788,300,440.00015,1152.00283
AP1S2,140.70114,29.99998,50.99999,87.56201
AP1S3,195.0755,65.00001063,87.29965,354.63803
AP2A1,1770.00854,497.53354,1849.6525,2872.15111
AP2A2,923.00012,287.999901,286.05596,925.00016
AP2B1,5530.002971,1291.99957,3578.99474,7134.97241
AP2M1,3221.00308,1093.9999,2147.99771,5258.00402
AP2S1,1401.00094,672.00062,874.9998,1426.99978
AP3B1,856.18045,259.9997,536.00046,1320.179129
AP3B2,31.405451,8,3.01833,33.039468
AP3D1,1743.00184,585.99952,747.000424,3168.00283
AP3M1,573.17295,221.62405,321.133,1268.797
AP3M2,127.00046,70.000016,26.00003983,201.99954
AP3S1,953.81638,243.74732,686.56517,1197.48437
AP3S2,300.63451,117.1824,106.15415,339.63122
AP4B1,140.29159,65.16479,30.9999653,171.75978
AP4E1,154.9998,76.0818,32.99996,284.54228
AP4M1,200.35832,69.38446,57.61614,273.39417
AP4S1,35.216378,17.0159304,13.12686,80.404471
AP5B1,256.78,86,60.1694,491.363
AP5M1,297.00024,124.99998,106.99993,660.99929
AP5S1,132.7374001,42.89973,9,162.0395715
AP5Z1,197.18269,65.00001,68.99998,583.52685
APAF1,215.8936428,47.99992956,142.99992,195.0694
APBA1,4,4,0,0
APBA2,1.01227,0,30.99997366,140.00067
APBA3,197.41095,60.07392,33.494269,205.35
APBB1,5.000000217,2.000003851,0,8.00000244
APBB1IP,0,0,0,0
APBB2,1735.002691,349.999608,96.11521117,617.97067
APBB3,138.81074,45.37758,23.99998,223.4391685
APC,466.99966,133.0002088,135.9998479,610.217073
APC2,47.37288,10,12.526981,84
APCDD1,14.00183,5.13392,1.00075,3.000133
APCDD1L,15.00005,4,1,3.999999
APEH,937.9992202,534.00021,607.00007,1925.99919
APELA,0,1,0,0
APEX1,1840.99741,715.0002798,762.000086,2978.9978
APEX2,223.9999,89.00002,26.83685,212.74123
APH1A,1811.75927,669.99991,857.98998,2365.67402
APH1B,103.000034,15.00004,32.000028,69.99996
API5,879.99996,402.99995,157.000175,1137.97963
APIP,122.6844,97,53.9999791,171.04053
APLF,32.00003,12.00003118,10.00000156,62
APLN,5,1,80,3
APLP1,16.0077215,7.999994,22.999982,42.99998
APLP2,10215.19068,2307.02892,2790.995683,5732.7926
APMAP,865,329.9999,543.9997,1418.996
APOA1,0,0,0,1.999998209
APOBEC2,9,0,1,4
APOBEC3B,63.8281,16.57288,55.99998,85.67497
APOBEC3C,1658.000358,310.9996,503.9997,1113.0021
APOBEC3D,3.76269,0,0,6.74609
APOBEC3F,108.10579,23.427102,0,21.67188
APOBEC3G,51.29913,5,2.00252,6.96107
APOBR,7.78048138,1.000000094,0,5
APOC1,28,3,17.99996302,22.99998
APOC2,1.12652,0,0,1.19964
APOD,3.89377,2,0,1
APOE,8,2.271866,20.04332,115.0789496
APOF,1,0,1,2.02208
APOL1,16.056374,2,2,32.52314
APOL2,100.69057,37.190718,5.000001,184.99888
APOL3,15,4,0,6
APOL4,9.55579,3,4,14.372
APOL6,423.416,89.4534,34.9595,310.007
APOLD1,187.458607,31.20093,135.1387741,68.0314
APOM,17.21738,5,7.04381,15.14632
APOO,46.99999,42.99997,28.99997153,110.98623
APOOL,407.1441,79,105,412.00009
APOPT1,348.9600421,98.38585,271.1834363,541.92918
APP,10508.85458,2138.99943,5326.00327,12083.99699
APPBP2,464.16963,106.00929,80.024,372.04408
APPL1,916.55657,194.0004,205.9353,751.23601
APPL2,265.1035,86.000012,78,503.03482
APRT,1323.00021,594.00035,886.9998,2034.00012
APTX,252.0000715,145.000067,161.3872292,759.1144559
AQP1,16,1,5,5
AQP11,4,1,0,12
AQP3,159.00013,23.00000001,1024.000201,2013.99663
AQP6,0,0,1,0
AQP7,2,3,1,5.0000048
AQR,410.11471,212.00018,88.00001,617.28821
AR,2,0,2,1.00344
ARAF,604.0001,207.99983,107,446.00035
ARAP1,1260.52952,347.96447,250.92015,1361.06174
ARAP2,195.9999,65.99996,63,176.00046
ARAP3,659.0005,398.99966,71.99998,621.99956
ARC,3,0,8,8
ARCN1,1510.8524,453.0004,600.9915,1492.8419
AREG,3556.9984,1173.00425,1686.99691,3162.99664
AREL1,298.99993,169.99983,44.999995,712.3774
ARF1,5911.000094,2299.0018,2829.00101,6475.99866
ARF3,1736.81232,677.99969,1123.00163,3142.99598
ARF4,1242.02664,477.99977,423.00004,922.00005
ARF5,1082.99955,340.98579,991.0006,1691.99945
ARF6,1559,426,1041,2870
ARFGAP1,462.999659,218.0000893,234.9999643,840.999898
ARFGAP2,376.9516212,180.000009,97.99997,531.16658
ARFGAP3,501.93905,112.99999,209.99953,395.4454
ARFGEF1,971.0093,207.00485,568.06295,1898.23325
ARFGEF2,657.00031,211,172,1021
ARFGEF3,284,37,94,20.1043
ARFIP1,296.48434,78.000023,79.99999322,349.000074
ARFIP2,583.00001,220.99991,127.99998,509.79176
ARFRP1,204.44765,103.999983,36.12762,610.91855
ARG2,131.11316,16.4962,17.746,21.14788
ARGLU1,951.0002,343.00019,563.9999,1397.99976
ARHGAP1,833.657495,352.96956,112.22436,779.28622
ARHGAP10,300.99975,86.99998,66.99999,217.00016
ARHGAP11A,764.73263,248.23568,168.2649,606.914495
ARHGAP11B,202.94837,47.76446,45.70524,131.27636
ARHGAP12,537.070144,99.99999895,50.99997,228.8979234
ARHGAP15,2.92895,0,0,3.05119
ARHGAP17,301.23077,117,59.16886,389.99963
ARHGAP18,401,138.0001119,50,172.0000026
ARHGAP19,315.0000822,88.99997,530.9998,400.000003
ARHGAP21,1085.87049,240.9997406,305.6552984,1002.000489
ARHGAP22,202.1641672,50.13874,59.99998,331.01147
ARHGAP23,786.96372,293.9877,370.98247,1802.34089
ARHGAP24,137.8379,22.04084,9.999998,21.999993
ARHGAP25,21,11,5,37.000007
ARHGAP26,48.520218,20.023127,11.175721,50.55659
ARHGAP27,420.99956,110.000085,122.9999901,585.001882
ARHGAP28,26.31982647,1,1.00055,9.017460309
ARHGAP29,510.0237,141.00384,155.9995027,440.5016606
ARHGAP30,8,1,32.00004156,33.0000197
ARHGAP31,171.000035,81,10,16.002
ARHGAP32,810.0005,176.99991,86,421.99964
ARHGAP33,63.96587,19.000004,65,59.99996
ARHGAP35,1405.00029,389.0001,701.00032,1763.00278
ARHGAP39,187.9997,82,20.00003,279
ARHGAP4,5.577966,1.23928,1,8.999998
ARHGAP40,0,0,0,0
ARHGAP42,24.000038,9,11,74.00006
ARHGAP44,11.01685,3,5.0000007,11.00107
ARHGAP45,1192.486608,287.99972,417.99962,919.02275
ARHGAP5,1560.99935,258,661.22453,1446.68435
ARHGAP5-AS1,55,7,6,58
ARHGAP6,0,0,0,2
ARHGAP8,191.3284,87.99997,69.71861,363.46705
ARHGDIA,2560.003186,1354.99516,677.9995,3405.00141
ARHGDIB,608.0003,224,48.00007,94.99998
ARHGDIG,2.74184,0.938429,1,0
ARHGEF1,840.99963,376.99972,703.99965,2190.60194
ARHGEF10,460.384287,177.58471,137.2586001,486.96141
ARHGEF10L,112.00009,24.99996001,30.00004,141.00003
ARHGEF11,492.00024,259.00012,149.0000722,792.00033
ARHGEF12,1287.38482,360.00321,324.15728,1266.28291
ARHGEF16,472.99977,217.000265,221.0005,690.00035
ARHGEF17,469.83047,121.71572,131.99952,694.99962
ARHGEF18,691.9997,155.00016,262.99951,767.99996
ARHGEF19,22.99999,6,7,52
ARHGEF2,1934.99786,406.0001774,213.00012,1350.000035
ARHGEF25,13.99999,5,13.63845,194.6084
ARHGEF26,7.20321,8,2.57015,14
ARHGEF28,330.00017,110.9999601,50.00004,276.00004
ARHGEF3,260.9998621,72.00004074,98.00002001,300.99955
ARHGEF33,1,0,2,1
ARHGEF35,18.6097,0,29.5196,159.93
ARHGEF37,170.99981,55.00004,261.99952,654.0002
ARHGEF38,4.6803,1.81333,0,1.12156
ARHGEF39,171.177984,44.19724,73.11569,258.15499
ARHGEF4,573.75462,280.9996733,303.9997109,1815.78506
ARHGEF40,245.73143,63.09843,22.145086,281.6258062
ARHGEF5,1078.06294,181.85785,234.1059,1085.8888
ARHGEF6,23,3,3.008366,23.000002
ARHGEF7,610.00039,171.0000381,289.00039,754.9996
ARHGEF9,258.14489,76.35217596,37.000008,137.36615
ARID1A,1156.86568,368.939607,539.0023143,2115.558064
ARID1B,986.2241789,266.2065461,278.6104639,1271.459816
ARID2,321.9993004,93.0000568,101.99998,622.21448
ARID3A,209.35877,23.07187,221.02644,209.4019
ARID3B,97.006,13.00002041,53.01101,91.9999776
ARID3C,0,1,1,1
ARID4A,288.99979,62.00005,80.99998,312.99991
ARID4B,1042.90226,203.06974,271.07163,738.62384
ARID5A,61.99997,9,61.99998,124.99999
ARID5B,563.0496,92.6895,127.0650703,707.0896
ARIH1,964.74764,235.229941,299.02844,1029.17047
ARIH2,562.9788,340.34008,124.99999,837.647369
ARIH2OS,8.76472,6.03678,0,4.01285
ARL1,458.347903,152.00004,60.99993,581.113135
ARL10,20.42298,2.03574,24.001062,142.685
ARL11,2.02244,0,2.02982,6.12646
ARL13A,1,0,0,2.000005
ARL13B,46.0173,36.999989,41,146.9999909
ARL14,47,4,0,9
ARL14EP,176.04924,59.99997,14.999971,194.00547
ARL15,117.9999,46,26,146.00045
ARL16,116.1202808,68.99674001,46.9743146,192.053849
ARL17A,157.93234,44.1642,59.99351,261.5849
ARL17B,31.65242,11.52927,10.2679,43.74794838
ARL2,540.32237,276.00039,210.23566,536.83161
ARL2BP,697.66595,341.927,137.56,870.33505
ARL3,250,57,100,153.5
ARL4A,246,95.8746,120,369.0001
ARL4C,209.0003,38.00001,60,301.0004
ARL4D,532,233,128,999
ARL5A,487.38314,123.86113,142.92835,793.78412
ARL5B,482,76,228,254
ARL6,24.000071,14.99996,27.9999445,88
ARL6IP1,3299.49078,656.9997211,2811.99527,2457.03697
ARL6IP4,1514.84937,552.48852,769.81891,1424.45852
ARL6IP5,1889.99957,357.9998,633.99963,1126.00378
ARL6IP6,311.16798,71.00003,212.99982,338.0004
ARL8A,815.99508,205.99464,373.99625,647.98955
ARL8B,559.0002502,184.9997492,434.999551,1036.000452
ARL9,7,3,5,9
ARMC1,394,140.99966,428.000209,1069.00385
ARMC10,601.9174264,218.8581294,412.1871811,1186.84858
ARMC12,8,2.999998,5,4.999999
ARMC2,16,3,2,18
ARMC3,0,0,0,2.999997
ARMC4,1,2,0,0
ARMC5,113.741698,36.990213,31.9861,170.5239946
ARMC6,204.00002,229,105.00001,839.000038
ARMC7,60.99996,44.000053,9.999999,101
ARMC8,193.0033498,95.000034,94.00191093,511.01577
ARMC9,117.74171,47.000001,19,99.25055476
ARMCX1,0,0,6,6
ARMCX2,0,0,1,1
ARMCX3,25,6,75.00006,294.99993
ARMCX4,9,1,1,15.999997
ARMCX5,80.83184204,17.07332,18.37788,82.18383
ARMCX6,0,0,6.92778,81.90361
ARMT1,237,98.99996,89,356.00003
ARNT,1033.00062,164.0000202,365.00041,800.00029
ARNT2,252.85612,13.6008,6.088059915,8
ARNTL,379.20403,110.9999476,88.9999939,226.09074
ARNTL2,500.20136,169.97068,178.38201,524.238768
ARPC1A,1311.72584,449.33252,869.6629,2338.6512
ARPC1B,2116.777833,805.3564561,1441.825718,3404.129425
ARPC2,3964.72726,1457.99631,1839.00105,3983.26842
ARPC3,2191.00418,621.00041,1000.85749,1983.82332
ARPC4,912.6661,336.09511,412.7169601,946.25736
ARPC5,1835.4406,751.16814,602.16877,1991.2534
ARPC5L,330.0004,153.00039,132.00019,695.0003
ARPIN,331.51449,135.00153,47.071,271.5011
ARPP19,2058.52229,547.00015,544.9389,1615.18236
ARR3,1,0,0,4.00000081
ARRB1,72.616474,28.0019369,2,15.27835
ARRB2,312.18789,116.00006,144.0000386,490.1145959
ARRDC1,688.83427,229.00009,247.9998,669.235581
ARRDC1-AS1,60.61882,28.00003,13,153.0002
ARRDC2,261.00032,116.00002,90.00002,298.99994
ARRDC3,1184.0025,71.00004,1926.99975,523.00031
ARRDC4,370,47,637,1117
ARSA,104,48,56.00007,213.00005
ARSB,123.361738,71.4226,27.09198,74.72188
ARSD,257.17259,43.999995,35.419508,124.42941
ARSE,1,0,1,0
ARSG,14.422154,16.460896,5.381746,42.64193
ARSI,18.99997,3,10,106
ARSJ,328.9997,121.99995,54,300.00035
ARSK,187.0337,32.99995,79.999952,82.07539
ART3,5,0,2.02399,2.30196
ART4,1,2,0,0
ARTN,20.99996782,6.999997981,54.000042,53.99998
ARV1,229.99986,140.00011,49.99997631,393.0000549
ARVCF,42,27.000004,24.999989,95.99990004
ARX,0,1,0,2
AS3MT,16.72368,2.497604,6.91653,7.090808
ASAH1,679.0388486,278.0001601,189.0036823,642.2007294
ASAH2,46.05607,17.97741,7.5407,61.83944
ASAH2B,64.41818,19.26233,5.20833,103.54326
ASAP1,1538.793836,360.99958,319.6463307,1507.64077
ASAP2,1904.3204,302.376,408.65978,1151.34239
ASAP3,444.87486,94.00003005,362.000145,1346.0036
ASB1,362.0003375,120,106.99998,440.0001
ASB13,216.9999,149,20,508.0004
ASB14,21.2681,3,10.06501,11.199436
ASB16,1.03318,2.03433,0,9.288522
ASB16-AS1,24.000005,11,9,49.7363
ASB18,2.15221,1.00116,0,0
ASB2,28.99999,0,7,1
ASB3,142.93111,32.50149,101.758423,148.81978
ASB4,3,1,1.999998,1
ASB6,126.9284,71.6784,49.9985,345.548
ASB7,201.009541,37.000044,22.4918,162.99975
ASB8,167.99023,61.2204,55.00005,216.440307
ASB9,40.99993,10,2.48755,6
ASCC1,370.726788,107.99997,276.96677,551.74713
ASCC2,487.1766183,173.99953,262.7078242,699.128
ASCC3,1277.00456,471.99986,720.99959,2135.9956
ASCL2,1,0,0,0
ASCL5,1,0,0,2
ASF1A,90.7395,54,29,225.58844
ASF1B,92,121.99997,66.00004,168.99994
ASGR1,7.15843,3,0,1.04701
ASH1L,1543.15138,300.74352,515.73178,1911.59001
ASH2L,397.86821,143.01791,92.94891,361.13631
ASIC1,53.00001097,22.99995455,31.00004675,149.99998
ASIC3,20.9999618,1,3,13
ASIC4,1.09828,1.11536,1,4.12859
ASIP,0,1,2,3
ASL,273.84895,97.99998,211.71419,554.45856
ASMTL,252.830638,67.00001,117.000006,299.9258
ASNA1,501.9995,220.9997581,296.000034,814
ASNS,107.0013545,104.00002,447.999651,1765.998657
ASNSD1,339.9997,163.00039,137.99986,508.99996
ASPA,15.5126,4.04389,3.19288,20.5196
ASPDH,4,0,0,3
ASPG,0,0,0,8.018788
ASPH,4919.81807,912.78892,2134.00368,4773.518339
ASPHD1,38.1863,16,5,15.66816
ASPHD2,17.5852,8,0,19
ASPM,2368.999,529.9996,406,1403.999201
ASPN,0,0,1,2
ASPRV1,2,0,1,0
ASPSCR1,102.15671,42.94618,66.000017,267.4883
ASRGL1,5.03289,0,1,5.18099
ASS1,3137.99975,958.99988,1447.0041,6914.99995
ASTE1,24.66943,10.23868,4.121431,97.41599
ASTN2,15.97536,3,7.73447,21.93045
ASXL1,1282.99977,338.00034,342.99973,1192.04835
ASXL2,612,173.00001,125.9999227,917.99974
ASZ1,2.000004469,0,0,6.019259939
ATAD1,736.9995,230.0002,479.9997,1414.9987
ATAD2,557.0005,299.999817,394,1081.00036
ATAD2B,154.09607,56.99998,58.00005,197.02381
ATAD3A,257.10622,236.28899,461.06443,1174.39693
ATAD3B,134.64903,121.67095,137.84841,561.2105
ATAD3C,9.26795,2.25035,4.12747,14.3964
ATAD5,91.045,26.00715,124.4006,173.2632
ATAT1,60.00002,18.00001,30.99996,111.999966
ATCAY,4.00591,0,1.00354,5.1561
ATE1,161.4976637,86.99992,65.00003909,432.89089
ATF1,321.9999,98,126,285.9999
ATF2,732.9997968,156.0000201,327.9518195,502.00015
ATF3,9,3.000002,307.00007,134.9999167
ATF4,5493.9939,1391.994,2006.971,4836.9474
ATF5,393.59023,156.16075,94.38582,481.5619
ATF6,792.76,287.871,324.22849,1117.52
ATF6B,769.76353,259.30439,369.91096,1349.21106
ATF7,831.43453,141.99996,325.1019142,725.54063
ATF7IP,873.95153,184.9999269,245.00005,948.1084321
ATF7IP2,40.0000219,16.999996,5.999995,101.57858
ATG10,109.23059,32.098634,56.49908,178.07997
ATG101,185.99995,108.99966,62.99234,302.93076
ATG12,683.02526,130.67434,197.7611,540.43362
ATG13,435.5355945,188.00002,191.9998501,782.30966
ATG14,373.4217,48.06926241,249.724,292.674
ATG16L1,184.00006,87.00000086,69.999964,242.00017
ATG16L2,141.10754,46.99999,19.0000062,139.5299923
ATG2A,361.0005,147.99984,72.02514,670.02848
ATG2B,256.93551,164.99955,57.835489,706.58376
ATG3,381.00047,237.99966,251.00035,960.00025
ATG4A,74.000033,33.00002,36.99999,107.99994
ATG4B,319.99992,138.020227,93.99999,416.000521
ATG4C,62,33.000029,24.000025,123.99998
ATG4D,234.9618463,105.5539,229.71547,400.91009
ATG5,363.9995477,112,176,359.999934
ATG7,297.91255,103.24376,57.74862,227.01263
ATG9A,1128.34633,413.27381,581.0003551,983.61323
ATG9B,4.000002069,1,2.99999812,10.91289912
ATIC,873.55684,532.0005418,307.00025,1421.99994
ATL1,196.7116827,24.0217652,66.93160907,55.76452
ATL2,431.999962,127.00003,292.0005173,1152.01287
ATL3,1584.83822,349.99984,398.99981,1018.15101
ATM,1143.085096,249.0172847,180.5781744,945.23321
ATMIN,403.00019,170.9998,175.00006,673.9983
ATN1,2202.00372,545.99957,736.00019,1861.997
ATOH8,42.00002,10,1,7
ATOX1,347.99987,234.999695,206.99975,484.99961
ATP10A,0,0,0,0
ATP10B,32.22235,3,6.270636,46.101506
ATP10D,371.99319,154.0002,53.999983,233.19418
ATP11A,547.0003,176.0000245,154.0003114,828.9998771
ATP11B,1172.96542,225.99951,491.549706,1034.30046
ATP11C,617.99973,153.0000002,56.00001874,278.000473
ATP13A1,443.99948,236.99973,331.00019,1153.99972
ATP13A2,485.83493,204.000089,204.00005,765.01252
ATP13A3,1390.9949,356.00028,736.99906,2978.49941
ATP13A4,6.000001,4,0,1
ATP13A5,0,0,0,0
ATP1A1,14881.91555,3691.0037,5078.90639,14801.94368
ATP1A1-AS1,7.09728,3,8.08924,15.09388
ATP1A2,0,0,2,1
ATP1A3,2.999995926,0,2.999999169,8.999998012
ATP1A4,1.06383,0,1,4.02017
ATP1B1,416.15831,98.6606,149.701,221.344
ATP1B2,1.0018,2.00191,1.00177,1
ATP1B3,1184.004655,589.9996,855.9999791,2913.00335
ATP1B4,0,0,0,1.0444458
ATP23,41.99997,20.000023,34.00002,53.00005
ATP2A1,7.000001,4.240708,4.999999,17.000029
ATP2A2,3553.25926,1127.91533,1847.17658,7137.75211
ATP2A3,2.999999,1,1,3
ATP2B1,563.0005398,196.00016,140.00002,744.99996
ATP2B4,3431.000462,303.9996722,959.0005507,1658.00007
ATP2C1,1170.33063,240.7613312,876.8772126,1847.58503
ATP2C2,91.96579027,8.29915,17.1997,25.596267
ATP5A1,4741.445287,2266.70804,2310.87958,5993.5292
ATP5B,6992.00056,3851.00164,6984.00285,16092.04591
ATP5C1,2009.46067,794.00014,873.3359226,2190.001875
ATP5D,948.50827,584.0009,798.9991905,2230.994774
ATP5E,1110.9424,542.8938,1217.0044,1803.9898
ATP5F1,1964.0986,930.1766,939.6549,2616.5941
ATP5G1,362.99954,387.99987,352.00032,886.41769
ATP5G2,1854.20368,787.99976,1423.99798,3210.06439
ATP5G3,1707.6944,1136.9991,1209.9998,3061.6827
ATP5H,924.02683,420.36443,728.99997,1531.82182
ATP5I,734.61198,348.57272,471.99131,808.24846
ATP5J,661.37928,389.68804,370.74335,1015.88406
ATP5J2,1169.15461,585.14929,854.20851,1732.634854
ATP5L,1086.99929,567.9998251,790.00082,1152.8367
ATP5L2,1.03088,0,0,1.01126
ATP5O,1242.996923,621.00043,1062.99799,2512.99843
ATP5S,139.90557,48.88561,62.23097,391.11292
ATP5SL,536.43666,162.39751,275.36139,669.02812
ATP6AP1,1079.020234,317.01866,339.022755,641.02975
ATP6AP1L,106.64749,13,15.25989,105
ATP6AP2,879.5877732,242.0055718,353.0004742,719.052649
ATP6V0A1,503.42797,182.5266317,163.7946404,802.29645
ATP6V0A2,79.009894,64.03719,47.82811,225.14359
ATP6V0A4,76.00000425,10.000002,2.000004,3.0000044
ATP6V0B,330.99991,311.000196,529.00018,1159.00064
ATP6V0C,1295.99836,744.369,1145.9996,2519.083
ATP6V0D1,332.01935,253.0004004,241.0285105,837.443275
ATP6V0D2,2.1465,0,0,7.89434
ATP6V0E1,1115.99938,457,331.9999,999.9991
ATP6V0E2,105.00004,132.000298,32.99999,275.6006813
ATP6V1A,981.1826487,312.0000004,791.0003584,2173.1645
ATP6V1B1,6.000003545,5,37.00004,556.99999
ATP6V1B2,880.14757,261.12298,279.9999,835.7207407
ATP6V1C1,614.9995,208.97066,286.99966,1157.2294
ATP6V1C2,9.8501,1.209,14.33745,44.28604
ATP6V1D,463.63575,183.00003,222.99951,525.283431
ATP6V1E1,573.01377,312.05153,296.99978,773.00298
ATP6V1E2,53.00005,12,18,162.0001
ATP6V1F,666.0004,271.97478,586.0002,1174.9554
ATP6V1G1,513.00015,175,312.99958,869.00007
ATP6V1G2,6.07887,3,0,2
ATP6V1H,571.99979,225.00045,656.0002,1344.99998
ATP7A,129.2246673,30.014,20.1579,53.04220282
ATP7B,49.00078502,34.23912352,15.99998217,102.99997
ATP8A1,61.99998,17,27.0000223,95.999952
ATP8A2,25.20052,1.02167,2.000001,1
ATP8B1,86.00611,19.1221,52,133.2952
ATP8B2,185.07053,36.999972,2,14.99997
ATP8B3,266.4067,23.00001,126.2859,138.0696054
